name,hint1,hint2
Gary Oldman,"A legendary cinematic chameleon famous for disappearing completely into diverse, eccentric, and historical roles.","The Oscar-winning star of *Darkest Hour* (as Winston Churchill), Commissioner Gordon in Nolan's *Batman* trilogy, and Sirius Black in *Harry Potter*."
Benicio del Toro,"A magnetic actor known for his distinct gravelly voice, heavylidded gaze, and intense cinematic presence.","The Oscar-winning star of *Traffic*, *The Usual Suspects*, *Sicario*, and the Collector in the Marvel Cinematic Universe."
Gene Hackman,"A retired cinematic legend who brought immense grit, authority, and realism to films throughout the late 20th century.","The two-time Academy Award-winning star of *The French Connection*, *Unforgiven*, and Lex Luthor in *Superman*."
Tim Roth,A distinctive character actor frequently cast in edgy independent crime dramas and films.,"The star of *Reservoir Dogs*, *Pulp Fiction*, *Rob Roy*, and Emil Blonsky (Abomination) in the Marvel Cinematic Universe."
Sean Penn,"A celebrated and politically outspoken actor and filmmaker known for volatile, intense dramatic performances.","The two-time Oscar-winning star of *Mystic River* and *Milk*, who also directed *Into the Wild*."
Tommy Lee Jones,"A deadpan, gravelvoiced actor famous for playing uncompromising lawmen, military officers, and tough authorities.","The Oscar-winning star of *The Fugitive*, *Men in Black*, *No Country for Old Men*, and *Lonesome Dove*."
Ian McKellen,A legendary stage and screen icon beloved globally for portraying fantasy wizards and comic book mutants.,The distinguished actor famous for playing Gandalf in *The Lord of the Rings* and Magneto in the *X-Men* franchise.
Don Cheadle,A versatile actor who brings fierce intelligence and poise to highprofile dramas and superhero franchises alike.,The Oscar-nominated star of *Hotel Rwanda* and James Rhodes (War Machine) in the Marvel Cinematic Universe.
Colin Farrell,A charismatic leading man who evolved from early heartthrob status into an acclaimed prestige character actor.,"The star of *The Banshees of Inisherin*, *The Lobster*, *The Batman* (as the Penguin), and *In Bruges*."
Johnny Depp,"An iconic movie star renowned for collaborating with and playing eccentric, heavily disguised characters.","The superstar actor famous for playing Captain Jack Sparrow in *Pirates of the Caribbean*, Edward Scissorhands, and Willy Wonka."
Stephen Rea,"A distinguished stage and screen actor celebrated for understated, weary dramatic performances.","The Oscar-nominated star of Neil Jordan's *The Crying Game*, *V for Vendetta*, and *Interview with the Vampire*."
Ray Winstone,"A toughtalking actor famous for playing gangsters, hardmen, and gritty authority figures.","The star of *Sexy Beast*, *The Departed*, *Noah*, and Winston Dreykov in Marvel's *Black Widow*."
William H. Macy,"A beloved character actor famous for playing anxious, downontheirluck ordinary men in indie and mainstream classics.","The Oscar-nominated star of *Fargo*, *Boogie Nights*, *Jurassic Park III*, and patriarch Frank Gallagher on the TV show *Shameless*."
Adrien Brody,An expressive actor who achieved historic success at a very young age for playing a musician in crisis.,"The youngest-ever winner of the Best Actor Oscar for *The Pianist*, known also for his frequent collaborations with Wes Anderson."
Michael Gambon,A prolific and treasured Irish-British stage and screen legend affectionately known to generations as 'The Great Gambon'.,The distinguished actor who took over the role of Professor Albus Dumbledore starting from the third *Harry Potter* film.
Brendan Gleeson,A beloved character actor and former schoolteacher known for his booming voice and commanding screen presence.,"The star of *In Bruges*, *The Guard*, *The Banshees of Inisherin*, and Mad-Eye Moody in the *Harry Potter* series."
Daniel Radcliffe,A British actor who grew up globally famous before taking on eccentric independent films and celebrated stage roles.,The actor who spent a decade starring as the boy wizard Harry Potter in the iconic fantasy film franchise.
Rupert Grint,A British actor who achieved worldwide fame as a teenager before transitioning to television drama and thriller projects.,The red-headed actor best known for playing loyal best friend Ron Weasley in all eight *Harry Potter* films.
Mark Ruffalo,"An earnest actor known for heartfelt romantic comedies, gritty indie dramas, and blockbuster superhero roles.","The Oscar-nominated star of *Spotlight*, *Begin Again*, and Bruce Banner / The Hulk in the Marvel Cinematic Universe."
Matt Damon,A major movie star who broke out by cowriting and starring in an acclaimed -set drama.,"The Oscar-winning co-writer of *Good Will Hunting*, star of the *Bourne* action franchise, and stranded astronaut in *The Martian*."
Val Kilmer,A chameleonlike 1980s and 90s heartthrob famous for playing legendary historical and fictional icons.,"The star of *Top Gun*, *Tombstone* (as Doc Holliday), *Batman Forever*, and *The Doors*."
Nicolas Cage,"A wildly prolific movie star known for his hyperenergetic acting style, eclectic project choices, and cult following.","The Oscar-winning star of *Leaving Las Vegas*, *The Rock*, *Con Air*, and *National Treasure*."
Kevin Costner,"A quintessential leading man famous for epic baseball dramas, and sprawling television hits.","The Oscar-winning director and star of *Dances with Wolves*, *Field of Dreams*, *The Bodyguard*, and *Yellowstone*."
Brennan Lee Mulligan,A rapidfire comedic improviser and tabletop gaming host known for narrative campaigns and sharp wit.,The principal Dungeon Master for Dropout's *Dimension 20* and a key cast member of *Critical Role* spin-offs.
Sam Reich,A digital media executive and comedian who resurrected a beloved comedy platform into an independent streaming success.,The CEO of Dropout (formerly CollegeHumor) and host of the hit game show *Make Some Noise*.
Matt Mercer,A prolific voice actor and tabletop gaming icon who leads a massively popular livestreamed campaign.,"The co-founder and Dungeon Master of *Critical Role*, and voice of McCree/Cassidy in *Overwatch* and Levi in *Attack on Titan*."
Nikola Jokic,"A basketball superstar known for his unmatched court vision, passing wizardry, and unassuming demeanor off the court.",The multi-time NBA MVP and Finals MVP center who led the Denver Nuggets to their first championship.
Michael Schumacher,A legendary racing driver who dominated throughout the late 1990s and early 2000s.,The joint-record seven-time F1 World Drivers' Champion whose dominant era with Scuderia Ferrari became iconic.
Mike Trout,A generational baseball talent widely regarded as one of the most complete players in the history of the sport.,The multi-time American League MVP center fielder who has spent his entire career with the Los Angeles Angels.
Kevin Durant,"An elite, unstoppable scoring forward known for his unguardable jump shot and slender frame.","The multi-time NBA champion, Finals MVP, and prolific Olympic gold medalist known as 'KD'."
Thierry Henry,"An elegant football legend famous for his blistering pace, clinical finishing, and incredible flair.",Arsenal's all-time leading goalscorer and World Cup winner who terrorized defenses across Europe.
